id_permintaan,nomor_tiket,pemohon_nama,jenis_layanan_id,timestamp_submit,tanggal_selesai,status_penyelesaian,rating_kepuasan
REQ-588,TKT-202505-0588,"Endra Hutagalung, S.Pt",1,2025-05-08 13:08:49.189613,2025-05-11 10:08:49.189613,Selesai,4.74
REQ-589,TKT-202506-0589,"Halima Hutasoit, S.T.",3,2025-06-01 22:19:31.010917,2025-06-03 23:19:31.010917,Selesai,3.78
REQ-590,TKT-202502-0590,Ir. Yessi Maulana,1,2025-02-27 20:23:50.279943,2025-03-02 08:23:50.279943,Selesai,3.77
REQ-591,TKT-202510-0591,Tgk. Titin Saefullah,4,2025-10-17 20:07:14.097692,2025-10-20 17:07:14.097692,Selesai,4.96
REQ-592,TKT-202511-0592,Wirda Laksita,1,2025-11-15 01:35:22.125124,2025-11-15 13:35:22.125124,Selesai,4.6
REQ-593,TKT-202502-0593,Cawisono Marbun,2,2025-02-23 15:43:42.283928,2025-02-25 20:43:42.283928,Selesai,3.7
REQ-594,TKT-202509-0594,"Halima Hutasoit, S.T.",4,2025-09-27 10:50:27.557734,2025-09-27 20:50:27.557734,Selesai,3.91
REQ-595,TKT-202505-0595,"drg. Lidya Saputra, S.Ked",2,2025-05-03 15:38:05.343314,2025-05-04 03:38:05.343314,Selesai,3.54
REQ-596,TKT-202505-0596,Mila Latupono,5,2025-05-26 00:49:40.885212,2025-05-27 06:49:40.885212,Selesai,3.18
REQ-597,TKT-202503-0597,Endah Prastuti,4,2025-03-06 14:19:01.752045,2025-03-07 15:19:01.752045,Selesai,3.69
REQ-598,TKT-202506-0598,Jessica Permadi,5,2025-06-08 10:00:55.378746,2025-06-10 00:00:55.378746,Selesai,3.41
REQ-599,TKT-202501-0599,dr. Jumadi Sirait,2,2025-01-02 16:15:41.068888,2025-01-03 23:15:41.068888,Selesai,4.68
REQ-600,TKT-202510-0600,"Farah Pudjiastuti, S.E.",3,2025-10-08 10:51:06.321163,2025-10-08 19:51:06.321163,Selesai,4.36
REQ-601,TKT-202507-0601,Cindy Handayani,3,2025-07-30 10:52:04.460953,2025-07-31 01:52:04.460953,Selesai,4.75
REQ-602,TKT-202507-0602,Margana Anggraini,2,2025-07-21 05:16:48.199589,2025-07-22 19:16:48.199589,Selesai,4.05
REQ-603,TKT-202509-0603,Wirda Laksita,4,2025-09-17 14:14:22.876328,2025-09-20 01:14:22.876328,Selesai,3.38
REQ-604,TKT-202509-0604,"Dagel Farida, M.Kom.",4,2025-09-06 22:35:45.337667,2025-09-08 02:35:45.337667,Selesai,4.12
REQ-605,TKT-202505-0605,Zamira Hidayat,2,2025-05-21 10:39:08.760911,2025-05-22 07:39:08.760911,Selesai,3.02
REQ-606,TKT-202509-0606,Jessica Permadi,5,2025-09-29 21:29:35.151339,2025-10-01 17:29:35.151339,Selesai,3.01
REQ-607,TKT-202509-0607,Arsipatra Saragih,5,2025-09-20 21:20:03.259673,2025-09-22 00:20:03.259673,Selesai,4.02
REQ-608,TKT-202412-0608,Cindy Handayani,5,2024-12-08 12:03:45.571967,2024-12-11 02:03:45.571967,Selesai,3.03
REQ-609,TKT-202503-0609,"Mila Saragih, M.Pd",2,2025-03-30 02:12:36.154046,2025-03-30 17:12:36.154046,Selesai,4.92
REQ-610,TKT-202503-0610,Prabawa Firmansyah,4,2025-03-31 17:54:11.901208,2025-04-03 00:54:11.901208,Selesai,4.88
REQ-611,TKT-202507-0611,Jagapati Narpati,2,2025-07-01 14:22:54.652914,2025-07-03 04:22:54.652914,Selesai,4.79
REQ-612,TKT-202503-0612,"Farah Pudjiastuti, S.E.",1,2025-03-29 03:43:47.674076,2025-03-30 11:43:47.674076,Selesai,4.17
REQ-613,TKT-202507-0613,Jayeng Nugroho,1,2025-07-05 01:33:04.514282,2025-07-05 05:33:04.514282,Selesai,3.79
REQ-614,TKT-202506-0614,Tgk. Titin Saefullah,4,2025-06-06 13:38:42.663010,2025-06-07 03:38:42.663010,Selesai,4.76
REQ-615,TKT-202508-0615,Zalindra Damanik,2,2025-08-20 14:01:17.430433,2025-08-22 01:01:17.430433,Selesai,4.63
REQ-616,TKT-202507-0616,Mumpuni Mulyani,4,2025-07-30 18:06:14.291753,2025-08-01 14:06:14.291753,Selesai,3.29
REQ-617,TKT-202503-0617,Jagapati Narpati,3,2025-03-02 16:54:46.728649,2025-03-05 08:54:46.728649,Selesai,4.24
REQ-618,TKT-202510-0618,Langgeng Winarno,3,2025-10-12 20:05:37.326298,2025-10-14 23:05:37.326298,Selesai,3.83
REQ-619,TKT-202412-0619,Endah Prastuti,1,2024-12-21 02:12:29.350230,2024-12-23 08:12:29.350230,Selesai,3.5
REQ-620,TKT-202502-0620,Jayeng Nugroho,4,2025-02-14 03:54:38.756559,2025-02-16 21:54:38.756559,Selesai,4.6
REQ-621,TKT-202412-0621,Langgeng Winarno,1,2024-12-04 18:54:07.033139,2024-12-04 20:54:07.033139,Selesai,4.09
REQ-622,TKT-202502-0622,Langgeng Winarno,2,2025-02-13 14:53:25.863780,2025-02-15 17:53:25.863780,Selesai,3.67
REQ-623,TKT-202505-0623,Ozy Haryanto,2,2025-05-14 22:13:27.464207,2025-05-17 21:13:27.464207,Selesai,4.2
REQ-624,TKT-202505-0624,Radika Andriani,4,2025-05-14 17:52:21.372871,2025-05-15 08:52:21.372871,Selesai,4.21
REQ-625,TKT-202505-0625,Mumpuni Mulyani,4,2025-05-12 20:06:50.765054,2025-05-14 22:06:50.765054,Selesai,3.49
REQ-626,TKT-202502-0626,"drg. Lidya Saputra, S.Ked",4,2025-02-26 23:52:43.690048,2025-02-28 17:52:43.690048,Selesai,3.88
REQ-627,TKT-202509-0627,Langgeng Winarno,1,2025-09-18 12:17:35.063412,2025-09-18 14:17:35.063412,Selesai,4.93
REQ-628,TKT-202503-0628,"T. Martani Pranowo, S.Pt",3,2025-03-23 19:39:27.496425,2025-03-24 11:39:27.496425,Selesai,4.53
REQ-629,TKT-202505-0629,Jayeng Nugroho,1,2025-05-15 07:51:57.614865,2025-05-18 03:51:57.614865,Selesai,3.2
REQ-630,TKT-202501-0630,"R.M. Cahyadi Waskita, M.Ak",2,2025-01-24 12:39:16.499621,2025-01-25 13:39:16.499621,Selesai,4.05
REQ-631,TKT-202508-0631,Ir. Yessi Maulana,2,2025-08-05 00:49:22.948357,2025-08-05 12:49:22.948357,Selesai,4.47
REQ-632,TKT-202502-0632,Mila Latupono,5,2025-02-03 04:58:06.826617,2025-02-03 11:58:06.826617,Selesai,3.53
REQ-633,TKT-202502-0633,Vanya Zulaika,3,2025-02-03 11:58:28.598054,2025-02-05 20:58:28.598054,Selesai,3.97
REQ-634,TKT-202505-0634,"Dr. Koko Kurniawan, S.Kom",1,2025-05-07 04:37:52.422639,2025-05-09 07:37:52.422639,Selesai,4.02
REQ-635,TKT-202501-0635,"Halima Hutasoit, S.T.",5,2025-01-26 03:08:35.136361,2025-01-26 21:08:35.136361,Selesai,4.59
REQ-636,TKT-202501-0636,Ir. Yessi Maulana,4,2025-01-02 14:33:05.527823,2025-01-04 21:33:05.527823,Selesai,3.48
REQ-637,TKT-202505-0637,"Umar Uwais, S.I.Kom",4,2025-05-03 19:17:23.369204,2025-05-05 18:17:23.369204,Selesai,4.49
REQ-638,TKT-202505-0638,"drg. Lidya Saputra, S.Ked",4,2025-05-07 02:20:50.117476,2025-05-09 21:20:50.117476,Selesai,3.58
REQ-639,TKT-202502-0639,Mila Latupono,1,2025-02-17 16:28:07.249008,2025-02-20 06:28:07.249008,Selesai,4.48
REQ-640,TKT-202502-0640,Ozy Haryanto,5,2025-02-08 19:09:42.797898,2025-02-09 01:09:42.797898,Selesai,4.88
REQ-641,TKT-202509-0641,dr. Jumadi Sirait,4,2025-09-17 19:46:07.176795,2025-09-19 17:46:07.176795,Selesai,3.87
REQ-642,TKT-202502-0642,dr. Nasrullah Fujiati,1,2025-02-17 18:13:28.088221,2025-02-19 15:13:28.088221,Selesai,4.82
REQ-643,TKT-202511-0643,Padma Mansur,5,2025-11-15 08:53:03.122792,2025-11-18 07:53:03.122792,Selesai,3.77
REQ-644,TKT-202412-0644,"Endra Hutagalung, S.Pt",2,2024-12-12 06:30:27.399532,2024-12-12 20:30:27.399532,Selesai,4.72
REQ-645,TKT-202506-0645,"Farah Pudjiastuti, S.E.",5,2025-06-09 01:49:56.325966,2025-06-11 11:49:56.325966,Selesai,3.82
REQ-646,TKT-202511-0646,Vega Astuti,5,2025-11-08 01:21:47.400745,2025-11-08 18:21:47.400745,Selesai,4.28
REQ-647,TKT-202412-0647,dr. Nasrullah Fujiati,3,2024-12-21 00:13:52.905972,2024-12-22 20:13:52.905972,Selesai,4.97
REQ-648,TKT-202508-0648,"Halima Hutasoit, S.T.",5,2025-08-04 08:08:30.062199,2025-08-06 16:08:30.062199,Selesai,3.87
REQ-649,TKT-202511-0649,Ganep Gunawan,3,2025-11-11 15:49:50.905230,2025-11-13 20:49:50.905230,Selesai,4.78
REQ-650,TKT-202510-0650,"Farah Pudjiastuti, S.E.",4,2025-10-24 10:41:58.580039,2025-10-27 09:41:58.580039,Selesai,4.1
REQ-651,TKT-202511-0651,Adinata Mustofa,5,2025-11-22 10:55:06.694326,2025-11-23 17:55:06.694326,Selesai,5.0
REQ-652,TKT-202511-0652,Tgk. Titin Saefullah,3,2025-11-04 19:28:44.496468,2025-11-06 15:28:44.496468,Selesai,3.78
REQ-653,TKT-202412-0653,"Dagel Farida, M.Kom.",3,2024-12-29 21:40:41.997004,2024-12-31 07:40:41.997004,Selesai,4.05
REQ-654,TKT-202412-0654,Mulyanto Irawan,5,2024-12-18 02:30:30.501624,2024-12-19 04:30:30.501624,Selesai,4.55
REQ-655,TKT-202506-0655,"Mila Saragih, M.Pd",4,2025-06-20 09:47:05.160407,2025-06-23 05:47:05.160407,Selesai,4.72
REQ-656,TKT-202509-0656,Wirda Laksita,4,2025-09-22 04:59:51.494355,2025-09-23 00:59:51.494355,Selesai,3.72
REQ-657,TKT-202508-0657,"R.M. Cahyadi Waskita, M.Ak",2,2025-08-19 02:48:16.356353,2025-08-20 18:48:16.356353,Selesai,3.2
REQ-658,TKT-202412-0658,Tgk. Titin Saefullah,1,2024-12-14 02:09:41.978369,2024-12-15 18:09:41.978369,Selesai,4.83
REQ-659,TKT-202503-0659,Endah Prastuti,3,2025-03-16 00:38:28.600805,2025-03-16 10:38:28.600805,Selesai,4.55
REQ-660,TKT-202502-0660,"R.M. Cahyadi Waskita, M.Ak",1,2025-02-14 07:31:22.771707,2025-02-16 07:31:22.771707,Selesai,3.95
REQ-661,TKT-202501-0661,"Dagel Farida, M.Kom.",2,2025-01-05 12:35:02.826131,2025-01-07 06:35:02.826131,Selesai,4.3
REQ-662,TKT-202511-0662,Mila Latupono,1,2025-11-18 16:28:49.612258,2025-11-20 06:28:49.612258,Selesai,3.05
REQ-663,TKT-202412-0663,Lembah Narpati,5,2024-12-13 15:18:44.389182,2024-12-14 05:18:44.389182,Selesai,3.97
REQ-664,TKT-202501-0664,"R.M. Cahyadi Waskita, M.Ak",4,2025-01-16 19:36:38.526393,2025-01-17 21:36:38.526393,Selesai,4.72
REQ-665,TKT-202504-0665,Tgk. Cici Rajata,5,2025-04-23 16:30:08.961993,2025-04-25 21:30:08.961993,Selesai,4.42
REQ-666,TKT-202506-0666,Cawisono Marbun,5,2025-06-25 00:04:58.840956,2025-06-26 00:04:58.840956,Selesai,4.06
REQ-667,TKT-202510-0667,Kartika Mandala,3,2025-10-16 04:39:58.513366,2025-10-18 05:39:58.513366,Selesai,4.28
REQ-668,TKT-202508-0668,Jagapati Narpati,2,2025-08-20 01:47:26.240944,2025-08-22 13:47:26.240944,Selesai,3.43
REQ-669,TKT-202508-0669,Padma Mansur,2,2025-08-02 21:43:02.872344,2025-08-05 11:43:02.872344,Selesai,3.04
REQ-670,TKT-202412-0670,Ganep Gunawan,2,2024-12-20 03:50:07.172948,2024-12-20 17:50:07.172948,Selesai,3.91
REQ-671,TKT-202502-0671,Jagapati Narpati,2,2025-02-06 18:02:53.741305,2025-02-08 14:02:53.741305,Selesai,3.81
REQ-672,TKT-202507-0672,Arsipatra Saragih,3,2025-07-05 18:32:34.062410,2025-07-05 20:32:34.062410,Selesai,3.34
REQ-673,TKT-202502-0673,"Nadia Wibowo, S.Psi",4,2025-02-10 18:46:49.273249,2025-02-13 08:46:49.273249,Selesai,3.94
REQ-674,TKT-202502-0674,"R.M. Cahyadi Waskita, M.Ak",1,2025-02-13 19:57:49.884277,2025-02-14 02:57:49.884277,Selesai,3.93
REQ-675,TKT-202501-0675,Mumpuni Mulyani,4,2025-01-02 05:33:11.329677,2025-01-05 05:33:11.329677,Selesai,3.36
REQ-676,TKT-202412-0676,Arsipatra Saragih,2,2024-12-06 13:32:46.471024,2024-12-08 16:32:46.471024,Selesai,3.57
REQ-677,TKT-202501-0677,Prabawa Firmansyah,5,2025-01-13 03:35:56.039289,2025-01-13 11:35:56.039289,Selesai,4.05
REQ-678,TKT-202502-0678,Mila Latupono,4,2025-02-10 12:18:30.995701,2025-02-13 06:18:30.995701,Selesai,4.35
REQ-679,TKT-202510-0679,Lintang Astuti,5,2025-10-09 02:41:17.129983,2025-10-11 04:41:17.129983,Selesai,3.6
REQ-680,TKT-202504-0680,Lembah Narpati,3,2025-04-15 15:15:12.495072,2025-04-16 19:15:12.495072,Selesai,3.11
REQ-681,TKT-202509-0681,Endah Prastuti,1,2025-09-25 20:49:07.134850,2025-09-27 23:49:07.134850,Selesai,3.81
REQ-682,TKT-202501-0682,Margana Anggraini,4,2025-01-18 11:33:08.779851,2025-01-20 21:33:08.779851,Selesai,3.4
REQ-683,TKT-202509-0683,Endah Prastuti,3,2025-09-25 23:45:14.043176,2025-09-26 18:45:14.043176,Selesai,3.22
REQ-684,TKT-202509-0684,Ir. Yessi Maulana,5,2025-09-22 15:41:05.446471,2025-09-24 06:41:05.446471,Selesai,3.51
REQ-685,TKT-202506-0685,Vanya Zulaika,1,2025-06-14 18:21:27.974042,2025-06-15 09:21:27.974042,Selesai,4.28
REQ-686,TKT-202502-0686,dr. Daniswara Nasyiah,2,2025-02-21 11:29:23.545393,2025-02-23 09:29:23.545393,Selesai,4.23
REQ-687,TKT-202502-0687,Ir. Yessi Maulana,5,2025-02-03 00:46:36.373047,2025-02-03 17:46:36.373047,Selesai,3.29
REQ-688,TKT-202510-0688,Tgk. Titin Saefullah,2,2025-10-06 10:29:29.415258,2025-10-07 16:29:29.415258,Selesai,3.05
REQ-689,TKT-202510-0689,dr. Nasrullah Fujiati,3,2025-10-23 09:22:50.006788,2025-10-25 01:22:50.006788,Selesai,3.58
REQ-690,TKT-202412-0690,Mulyanto Irawan,5,2024-12-25 04:27:21.377822,2024-12-26 09:27:21.377822,Selesai,3.68
REQ-691,TKT-202508-0691,Ir. Kardi Setiawan,1,2025-08-28 20:39:47.434899,2025-08-30 01:39:47.434899,Selesai,4.5
REQ-692,TKT-202501-0692,Warta Maulana,1,2025-01-01 06:37:16.016046,2025-01-01 12:37:16.016046,Selesai,4.47
REQ-693,TKT-202510-0693,"R.M. Cahyadi Waskita, M.Ak",5,2025-10-10 12:38:17.818774,2025-10-13 12:38:17.818774,Selesai,4.1
REQ-694,TKT-202412-0694,Zamira Hidayat,5,2024-12-04 14:34:11.513044,2024-12-05 09:34:11.513044,Selesai,3.75
REQ-695,TKT-202501-0695,Endah Prastuti,5,2025-01-29 03:33:34.870849,2025-01-31 21:33:34.870849,Selesai,4.11
REQ-696,TKT-202505-0696,dr. Daniswara Nasyiah,5,2025-05-24 07:56:08.439532,2025-05-26 09:56:08.439532,Selesai,4.84
REQ-697,TKT-202506-0697,Radika Andriani,4,2025-06-02 19:43:30.477637,2025-06-02 23:43:30.477637,Selesai,4.62
REQ-698,TKT-202502-0698,Cici Jailani,3,2025-02-10 22:59:25.488817,2025-02-12 12:59:25.488817,Selesai,4.88
REQ-699,TKT-202510-0699,"drg. Lidya Saputra, S.Ked",2,2025-10-05 20:38:48.448591,2025-10-07 05:38:48.448591,Selesai,3.31
REQ-700,TKT-202501-0700,Arsipatra Saragih,3,2025-01-16 01:23:48.666910,2025-01-16 19:23:48.666910,Selesai,3.6
REQ-701,TKT-202412-0701,"Nadia Wibowo, S.Psi",2,2024-12-09 05:05:29.138652,2024-12-10 10:05:29.138652,Selesai,3.68
REQ-702,TKT-202507-0702,Kartika Mandala,4,2025-07-06 15:25:05.472958,2025-07-07 10:25:05.472958,Selesai,3.79
REQ-703,TKT-202503-0703,Cawisono Marbun,1,2025-03-08 16:57:32.944613,2025-03-11 13:57:32.944613,Selesai,4.49
REQ-704,TKT-202504-0704,Ozy Haryanto,1,2025-04-11 05:42:08.304340,2025-04-12 03:42:08.304340,Selesai,4.88
REQ-705,TKT-202504-0705,Prabawa Firmansyah,2,2025-04-22 19:14:47.281583,2025-04-24 12:14:47.281583,Selesai,4.24
REQ-706,TKT-202511-0706,Lintang Astuti,5,2025-11-24 11:39:49.794312,2025-11-26 16:39:49.794312,Selesai,3.54
REQ-707,TKT-202506-0707,"R.M. Cahyadi Waskita, M.Ak",1,2025-06-18 07:32:51.695240,2025-06-18 12:32:51.695240,Selesai,3.95
REQ-708,TKT-202508-0708,Prabawa Firmansyah,3,2025-08-04 10:05:56.293653,2025-08-04 18:05:56.293653,Selesai,3.46
REQ-709,TKT-202505-0709,Padma Mansur,1,2025-05-05 19:09:18.992942,2025-05-08 19:09:18.992942,Selesai,4.9
REQ-710,TKT-202510-0710,"R.M. Cahyadi Waskita, M.Ak",1,2025-10-08 07:08:23.009047,2025-10-09 17:08:23.009047,Selesai,3.5
REQ-711,TKT-202504-0711,dr. Jumadi Sirait,5,2025-04-06 04:25:39.632929,2025-04-08 00:25:39.632929,Selesai,3.68
REQ-712,TKT-202501-0712,Lintang Astuti,1,2025-01-10 13:12:22.289874,2025-01-11 00:12:22.289874,Selesai,4.3
REQ-713,TKT-202507-0713,Vanya Zulaika,3,2025-07-14 15:23:25.180320,2025-07-17 03:23:25.180320,Selesai,3.01
REQ-714,TKT-202503-0714,Zalindra Damanik,4,2025-03-11 04:52:44.592657,2025-03-13 22:52:44.592657,Selesai,4.51
REQ-715,TKT-202412-0715,dr. Daniswara Nasyiah,3,2024-12-21 18:29:23.743976,2024-12-22 13:29:23.743976,Selesai,4.84
REQ-716,TKT-202510-0716,Padma Mansur,4,2025-10-29 07:27:18.012071,2025-10-31 10:27:18.012071,Selesai,3.99
REQ-717,TKT-202509-0717,"Umar Uwais, S.I.Kom",2,2025-09-23 07:11:56.600818,2025-09-25 18:11:56.600818,Selesai,3.93
REQ-718,TKT-202412-0718,Radika Andriani,4,2024-12-27 18:41:01.293449,2024-12-28 20:41:01.293449,Selesai,4.46
REQ-719,TKT-202509-0719,Warta Maulana,4,2025-09-28 15:38:43.089159,2025-09-30 17:38:43.089159,Selesai,4.52
REQ-720,TKT-202510-0720,"Umar Uwais, S.I.Kom",3,2025-10-21 07:39:43.017384,2025-10-23 22:39:43.017384,Selesai,3.84
REQ-721,TKT-202503-0721,Langgeng Winarno,1,2025-03-05 02:54:47.983691,2025-03-06 15:54:47.983691,Selesai,3.03
REQ-722,TKT-202412-0722,Arsipatra Saragih,3,2024-12-01 14:19:08.266931,2024-12-02 04:19:08.266931,Selesai,3.92
REQ-723,TKT-202506-0723,Vanya Zulaika,5,2025-06-14 07:01:25.963815,2025-06-16 04:01:25.963815,Selesai,4.34
REQ-724,TKT-202506-0724,dr. Daniswara Nasyiah,1,2025-06-20 14:27:35.937231,2025-06-22 18:27:35.937231,Selesai,3.42
REQ-725,TKT-202503-0725,"Endra Hutagalung, S.Pt",4,2025-03-24 14:38:21.321562,2025-03-25 09:38:21.321562,Selesai,3.58
REQ-726,TKT-202509-0726,"Dagel Farida, M.Kom.",4,2025-09-13 04:25:54.453761,2025-09-13 09:25:54.453761,Selesai,4.75
REQ-727,TKT-202412-0727,Kamaria Hartati,4,2024-12-23 04:24:19.642234,2024-12-25 18:24:19.642234,Selesai,3.77
REQ-728,TKT-202507-0728,Mulyanto Irawan,2,2025-07-08 03:35:03.819857,2025-07-09 21:35:03.819857,Selesai,3.14
REQ-729,TKT-202509-0729,"Halima Hutasoit, S.T.",1,2025-09-12 15:58:42.282320,2025-09-12 19:58:42.282320,Selesai,3.02
REQ-730,TKT-202503-0730,"Nadia Wibowo, S.Psi",2,2025-03-16 03:38:53.293090,2025-03-18 03:38:53.293090,Selesai,4.67
REQ-731,TKT-202502-0731,Karya Siregar,3,2025-02-05 12:50:26.267963,2025-02-07 00:50:26.267963,Selesai,4.78
REQ-732,TKT-202508-0732,"Farah Pudjiastuti, S.E.",4,2025-08-11 14:00:18.052278,2025-08-12 02:00:18.052278,Selesai,3.92
REQ-733,TKT-202412-0733,Vanya Zulaika,5,2024-12-28 11:20:33.087173,2024-12-30 10:20:33.087173,Selesai,3.91
REQ-734,TKT-202501-0734,Arsipatra Saragih,5,2025-01-16 07:15:56.337683,2025-01-17 20:15:56.337683,Selesai,4.89
REQ-735,TKT-202506-0735,Kartika Mandala,2,2025-06-30 16:13:56.668647,2025-07-03 08:13:56.668647,Selesai,4.34
REQ-736,TKT-202504-0736,Tgk. Cici Rajata,4,2025-04-21 13:35:44.906131,2025-04-24 05:35:44.906131,Selesai,3.49
REQ-737,TKT-202508-0737,Kartika Mandala,4,2025-08-03 04:39:35.309946,2025-08-04 03:39:35.309946,Selesai,3.65
REQ-738,TKT-202507-0738,Endah Prastuti,4,2025-07-16 15:41:53.456608,2025-07-17 02:41:53.456608,Selesai,4.83
REQ-739,TKT-202506-0739,Vega Astuti,1,2025-06-07 11:48:50.342766,2025-06-07 14:48:50.342766,Selesai,4.71
REQ-740,TKT-202510-0740,Karya Siregar,2,2025-10-16 02:20:43.351850,2025-10-18 00:20:43.351850,Selesai,4.43
REQ-741,TKT-202504-0741,Kartika Mandala,1,2025-04-16 15:35:18.080297,2025-04-17 22:35:18.080297,Selesai,4.12
REQ-742,TKT-202503-0742,Zamira Hidayat,3,2025-03-18 09:44:32.986444,2025-03-21 03:44:32.986444,Selesai,4.49
REQ-743,TKT-202506-0743,Mila Latupono,1,2025-06-02 14:37:36.982246,2025-06-03 22:37:36.982246,Selesai,4.03
REQ-744,TKT-202509-0744,"T. Martani Pranowo, S.Pt",1,2025-09-15 15:12:22.426921,2025-09-18 14:12:22.426921,Selesai,4.15
REQ-745,TKT-202509-0745,Lintang Astuti,2,2025-09-17 14:45:23.465996,2025-09-18 13:45:23.465996,Selesai,4.32
REQ-746,TKT-202505-0746,Mila Latupono,3,2025-05-15 15:04:02.203804,2025-05-17 08:04:02.203804,Selesai,3.96
REQ-747,TKT-202507-0747,Tgk. Titin Saefullah,3,2025-07-09 23:56:54.110025,2025-07-12 06:56:54.110025,Selesai,4.27
REQ-748,TKT-202509-0748,Kartika Mandala,3,2025-09-06 16:35:43.162220,2025-09-09 12:35:43.162220,Selesai,3.85
REQ-749,TKT-202510-0749,Ganep Gunawan,5,2025-10-15 22:51:56.134529,2025-10-16 05:51:56.134529,Selesai,3.99
REQ-750,TKT-202511-0750,Kamaria Hartati,2,2025-11-20 18:10:38.136188,2025-11-23 01:10:38.136188,Selesai,4.69
REQ-751,TKT-202502-0751,Warta Maulana,4,2025-02-08 16:25:27.201237,2025-02-10 21:25:27.201237,Selesai,4.9
REQ-752,TKT-202412-0752,Mulyanto Irawan,1,2024-12-05 09:34:06.871979,2024-12-07 06:34:06.871979,Selesai,4.21
REQ-753,TKT-202506-0753,Endah Prastuti,4,2025-06-01 19:33:50.590780,2025-06-02 05:33:50.590780,Selesai,4.38
REQ-754,TKT-202502-0754,Ir. Kardi Setiawan,4,2025-02-08 10:09:48.424121,2025-02-11 05:09:48.424121,Selesai,4.14
REQ-755,TKT-202506-0755,Ozy Haryanto,3,2025-06-20 19:33:18.904153,2025-06-21 02:33:18.904153,Selesai,3.53
REQ-756,TKT-202506-0756,Ganep Gunawan,1,2025-06-20 06:41:19.650275,2025-06-22 19:41:19.650275,Selesai,3.63
REQ-757,TKT-202510-0757,"Dr. Koko Kurniawan, S.Kom",4,2025-10-02 11:46:00.628296,2025-10-02 19:46:00.628296,Selesai,4.87
REQ-758,TKT-202412-0758,"Nadia Wibowo, S.Psi",4,2024-12-26 18:07:21.497678,2024-12-27 15:07:21.497678,Selesai,4.77
REQ-759,TKT-202501-0759,Lembah Narpati,5,2025-01-24 17:21:14.623901,2025-01-25 07:21:14.623901,Selesai,4.53
REQ-760,TKT-202506-0760,Zamira Hidayat,3,2025-06-13 23:26:28.020139,2025-06-15 13:26:28.020139,Selesai,3.68
REQ-761,TKT-202511-0761,"T. Martani Pranowo, S.Pt",2,2025-11-03 02:06:41.680269,2025-11-03 20:06:41.680269,Selesai,4.12
REQ-762,TKT-202501-0762,Kadir Nasyiah,5,2025-01-05 03:01:28.586502,2025-01-05 17:01:28.586502,Selesai,4.07
REQ-763,TKT-202412-0763,Vega Astuti,4,2024-12-02 13:20:36.164248,2024-12-03 20:20:36.164248,Selesai,3.99
REQ-764,TKT-202501-0764,Kartika Mandala,2,2025-01-31 10:27:07.469101,2025-02-01 20:27:07.469101,Selesai,3.19
REQ-765,TKT-202511-0765,Warta Maulana,3,2025-11-21 15:09:13.054334,2025-11-21 23:09:13.054334,Selesai,3.45
REQ-766,TKT-202505-0766,Adinata Mustofa,2,2025-05-13 16:51:56.661011,2025-05-14 03:51:56.661011,Selesai,4.03
REQ-767,TKT-202509-0767,Ir. Yessi Maulana,5,2025-09-29 10:09:28.528299,2025-10-02 06:09:28.528299,Selesai,3.32
REQ-768,TKT-202503-0768,Prabawa Firmansyah,2,2025-03-12 13:38:50.560470,2025-03-14 15:38:50.560470,Selesai,3.73
REQ-769,TKT-202505-0769,"Umar Uwais, S.I.Kom",3,2025-05-28 23:08:19.276634,2025-05-30 11:08:19.276634,Selesai,4.14
REQ-770,TKT-202511-0770,"drg. Lidya Saputra, S.Ked",3,2025-11-19 22:42:07.294029,2025-11-21 07:42:07.294029,Selesai,3.64
REQ-771,TKT-202510-0771,"T. Martani Pranowo, S.Pt",4,2025-10-11 08:14:51.062169,2025-10-13 15:14:51.062169,Selesai,3.83
REQ-772,TKT-202501-0772,Padma Mansur,5,2025-01-29 12:40:15.288706,2025-01-31 15:40:15.288706,Selesai,4.09
REQ-773,TKT-202412-0773,Cindy Handayani,3,2024-12-21 17:29:28.619435,2024-12-24 04:29:28.619435,Selesai,4.72
REQ-774,TKT-202505-0774,"Dr. Koko Kurniawan, S.Kom",3,2025-05-17 20:34:35.559577,2025-05-20 17:34:35.559577,Selesai,3.55
REQ-775,TKT-202503-0775,Vanya Zulaika,4,2025-03-15 20:27:11.938424,2025-03-17 10:27:11.938424,Selesai,4.44
REQ-776,TKT-202510-0776,Ir. Kardi Setiawan,5,2025-10-02 19:59:52.596143,2025-10-05 19:59:52.596143,Selesai,3.14
REQ-777,TKT-202506-0777,"R.M. Cahyadi Waskita, M.Ak",2,2025-06-21 21:58:45.886174,2025-06-22 15:58:45.886174,Selesai,3.01
REQ-778,TKT-202504-0778,Warta Maulana,5,2025-04-18 04:38:48.408482,2025-04-20 13:38:48.408482,Selesai,3.75
REQ-779,TKT-202508-0779,"Umar Uwais, S.I.Kom",1,2025-08-17 09:52:25.316290,2025-08-20 06:52:25.316290,Selesai,3.37
REQ-780,TKT-202506-0780,Lintang Astuti,1,2025-06-09 09:34:02.165081,2025-06-12 07:34:02.165081,Selesai,4.29
REQ-781,TKT-202506-0781,Prabawa Firmansyah,1,2025-06-15 08:58:21.443707,2025-06-15 18:58:21.443707,Selesai,3.05
REQ-782,TKT-202503-0782,"Dr. Koko Kurniawan, S.Kom",1,2025-03-14 18:05:21.819780,2025-03-16 09:05:21.819780,Selesai,3.78
